Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,P,S,Al,V,Ta,Re,Ce,Ti,Co,B,Mg,Y,Gd,"Epit, mV (SCE)",Test Temp (C),Test Solution,[Cl-] M,pH,Test Method,Scan Rate mV/s,Heat treatment,Microstructures,Comments,Material class
23.0,21.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,0.0,0.0,0.0,0.0,1040.0,25.0,0.6M NaCl,0.6,7.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",1.0,Not Available,Not Available,HEA,2
24.58,25.12,25.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,0.0,0.0,0.0,310.0,25.0,3.5% NaCl,0.6128,7.0,Potentiodynamic Polarization in a three electrode flat cell,1.0,Not Available,FCC,HEA,2
20.47,16.48,25.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.99,0.0,0.0,0.0,0.0,90.0,25.0,3.5% NaCl,0.6128,7.0,Potentiodynamic Polarization in a three electrode flat cell,1.0,Not Available,Cu rich FCC,HEA,2
18.78,16.25,21.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,80.0,25.0,3.5% NaCl,0.6128,7.0,Potentiodynamic Polarization in a three electrode flat cell,1.0,Not Available,Cu rich FCC,HEA,2
17.87,16.65,18.79,0.0,0.0,0.0,0.0,0.03,8.99,0.0,10.17,0.01,0.0,8.63,0.0,0.0,0.0,0.0,0.0,18.86,0.0,0.0,0.0,0.0,580.0,25.0,Deaerated 0.1M NaCl,0.1,7.0,Potentiodynamic Polarization in a three electrode flat cell until 100mA or 1.241 VSCE,1.0,Not Available,BCC with some amorphous structure,HEA,2
17.87,16.65,18.79,0.0,0.0,0.0,0.0,0.03,8.99,0.0,10.17,0.01,0.0,8.63,0.0,0.0,0.0,0.0,0.0,18.86,0.0,0.0,0.0,0.0,-250.0,25.0,Deaerated 1 M NaCl,1.0,7.0,Potentiodynamic Polarization in a three electrode flat cell until 100mA or 1.241 VSCE,1.0,Not Available,BCC with some amorphous structure,HEA,2
23.4,21.8,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,130.0,25.0,3.5% NaCl,0.6128,7.0,Potentiodynamic Polarization,1.0,as-cast,FCC,HEA,2
23.4,21.8,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,180.0,25.0,3.5% NaCl,0.6128,7.0,Potentiodynamic Polarization,1.0,Aged in Ar for 24 hrs @ 350C,FCC and BCC,HEA,2
23.4,21.8,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,280.0,25.0,3.5% NaCl,0.6128,7.0,Potentiodynamic Polarization,1.0,Aged in Ar for 24 hrs @ 500C,FCC and BCC,HEA,2
23.4,21.8,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,710.0,25.0,3.5% NaCl,0.6128,7.0,Potentiodynamic Polarization,1.0,Aged in Ar for 24 hrs @ 650C,FCC and BCC,HEA,2
23.4,21.8,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,140.0,25.0,3.5% NaCl,0.6128,7.0,Potentiodynamic Polarization,1.0,Aged in Ar for 24 hrs @ 950C,FCC and BCC,HEA,2
23.4,21.8,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,180.0,25.0,3.5% NaCl,0.6128,7.0,Potentiodynamic Polarization,1.0,Aged in Ar for 24 hrs @ 800C,FCC and BCC,HEA,2
31.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,-602.0,25.0,Sea Water 1:30,0.0182,7.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",3.0,"as-milled powders consolidated by SPS @520C for 10 min, heating rate 40C/min, 80MPa in Ar, cooled freely",FCC and BCC,HEA,2
38.03,23.63,13.33,0.0,0.0,0.0,0.0,0.0,0.0,24.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,25.0,Deaerated 0.5M H2SO4,0.0,0.0,"Potentiodynamic Polarization in a the electrode flat cell, prior to swwep help at OCP then cathodically polarizes for 300s to remove surface films",1.0,Not Available,FCC and alpha FeCr,HEA,2
36.68,22.79,12.86,0.0,0.0,0.0,0.0,0.0,0.0,24.1,0.0,0.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923.0,25.0,Deaerated 0.5M H2SO4,0.0,0.0,"Potentiodynamic Polarization in a the electrode flat cell, prior to swwep help at OCP then cathodically polarizes for 300s to remove surface films",1.0,Not Available,FCC and BCC,HEA,2
25.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,805.0,25.0,0.1M NaCl,0.1,7.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",1.0,Not Available,Not Available,HEA,2
25.0,23.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,246.0,25.0,0.1M HCl,0.1,1.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",1.0,Not Available,Not Available,HEA,2
23.9,22.3,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,0.0,0.0,808.0,25.0,3.5wt% NaCl,0.6128,7.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",1.67,"Annealed at 1250C for 1000hr, water quenched",FCC,HEA,2
23.4,21.8,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,496.0,25.0,3.5wt% NaCl,0.6128,7.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",1.67,"Annealed at 1250C for 1000hr, water quenched","FCC, disordered BCC, Ordered BCC",HEA,2
22.9,21.3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,24.1,0.0,0.0,0.0,0.0,256.0,25.0,3.5wt% NaCl,0.6128,7.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 30 mins",1.67,"Annealed at 1250C for 1000hr, water quenched","FCC, disordered BCC, Ordered BCC",HEA,2
19.98,18.4,40.84,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.67,0.0,0.0,0.0,0.0,320.0,25.0,3.5wt% NaCl,0.6128,7.0,Potentiodynamic Polarization in a three electrode flat cell,1.0,Not Available,Not Available,HEA,2
18.46,16.95,37.81,7.64,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.99,0.0,0.0,0.0,0.0,910.0,25.0,3.5wt% NaCl,0.6128,7.0,Potentiodynamic Polarization in a three electrode flat cell,1.0,Not Available,Not Available,HEA,2
0.0,13.31,81.45,5.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.1,45.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,NiCrMo Alloy,3
0.0,20.53,74.55,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.8,45.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,NiCrMo Alloy,3
0.0,16.75,73.56,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.8,45.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,NiCrMo Alloy,3
0.0,32.02,62.82,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.8,45.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,NiCrMo Alloy,3
0.0,13.98,74.36,11.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.8,45.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,NiCrMo Alloy,3
0.0,10.53,74.44,15.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.3,45.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,NiCrMo Alloy,3
0.0,13.06,72.04,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.4,45.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,NiCrMo Alloy,3
0.0,26.34,54.35,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.3,45.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.1,550 °C for1 Hrs,Not Available,NiCrMo Alloy,3
0.0,13.31,81.45,5.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.7,60.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.1,150 °C for 25 Hrs,Amorphous,NiCrMo Alloy,3
0.0,20.53,74.55,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.3,60.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.1,550 °C for1 Hrs,Nanocrystalline,NiCrMo Alloy,3
0.0,16.95,74.64,8.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.5,60.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.1,Rapid Solidification by deposition of molten alloys on a cooled wheel,Fully Crystalline,NiCrMo Alloy,3
0.0,28.67,65.94,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.7,60.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.1,150 °C for 25 Hrs,Not Available,NiCrMo Alloy,3
0.0,16.75,73.56,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.8,60.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.1,550 °C for1 Hrs,Not Available,NiCrMo Alloy,3
0.0,32.02,62.82,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.9,60.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.2,Not Available,Not Available,NiCrMo Alloy,3
0.0,26.63,66.5,6.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.4,60.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.2,Not Available,Not Available,NiCrMo Alloy,3
0.0,13.98,74.36,11.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.9,60.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.2,Not Available,Not Available,NiCrMo Alloy,3
0.0,10.53,74.44,15.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.2,60.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.2,Not Available,Not Available,NiCrMo Alloy,3
0.0,13.06,72.04,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.2,60.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.2,Not Available,Not Available,NiCrMo Alloy,3
0.0,18.3,66.67,15.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.2,60.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.2,Not Available,Not Available,NiCrMo Alloy,3
0.0,9.52,69.41,21.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.1,60.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.2,Not Available,Not Available,NiCrMo Alloy,3
0.0,19.04,57.97,22.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.1,60.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.2,Not Available,Not Available,NiCrMo Alloy,3
0.0,13.31,81.45,5.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.8,75.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.2,Not Available,Not Available,NiCrMo Alloy,3
0.0,20.53,74.55,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.8,75.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,NiCrMo Alloy,3
0.0,16.95,74.64,8.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.3,75.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,NiCrMo Alloy,3
0.0,28.67,65.94,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.1,75.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,NiCrMo Alloy,3
0.0,16.75,73.56,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.2,75.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,NiCrMo Alloy,3
0.0,32.02,62.82,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411.6,75.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,NiCrMo Alloy,3
0.0,13.98,74.36,11.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.7,75.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,NiCrMo Alloy,3
0.0,10.53,74.44,15.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.8,75.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,NiCrMo Alloy,3
0.0,13.06,72.04,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.1,75.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,NiCrMo Alloy,3
0.0,22.59,65.14,12.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.7,75.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,NiCrMo Alloy,3
0.0,26.52,61.68,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.6,75.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,NiCrMo Alloy,3
0.0,18.3,66.67,15.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.2,75.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.42598915662650605,Not Available,Not Available,NiCrMo Alloy,3
0.0,9.52,69.41,21.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,75.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.2,Not Available,Not Available,NiCrMo Alloy,3
0.0,19.04,57.97,22.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.7,75.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,1.0,Not Available,Not Available,NiCrMo Alloy,3
0.0,13.31,81.45,5.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.2,90.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.2,Not Available,Not Available,NiCrMo Alloy,3
0.0,20.53,74.55,4.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,90.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.2,Not Available,Not Available,NiCrMo Alloy,3
0.0,16.95,74.64,8.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.8,90.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.2,Not Available,Not Available,NiCrMo Alloy,3
0.0,28.67,65.94,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.8,90.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.2,Not Available,Not Available,NiCrMo Alloy,3
0.0,16.75,73.56,9.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.7,90.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.2,Not Available,Not Available,NiCrMo Alloy,3
0.0,32.02,62.82,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.8,90.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.2,Not Available,Not Available,NiCrMo Alloy,3
0.0,13.98,74.36,11.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.9,90.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,1.0,Not Available,Not Available,NiCrMo Alloy,3
0.0,10.53,74.44,15.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.2,90.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,1.0,Not Available,Not Available,NiCrMo Alloy,3
0.0,13.06,72.04,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.7,90.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,1.0,Not Available,Not Available,NiCrMo Alloy,3
0.0,22.59,65.14,12.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.8,90.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,1.0,Not Available,Not Available,NiCrMo Alloy,3
0.0,26.52,61.68,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.8,90.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,1.0,Not Available,Not Available,NiCrMo Alloy,3
0.0,18.3,66.67,15.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.8,90.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,1.0,Not Available,Not Available,NiCrMo Alloy,3
0.0,29.27,56.08,14.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.0,90.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,0.2,Not Available,Not Available,NiCrMo Alloy,3
0.0,9.52,69.41,21.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.3,90.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,1.0,Not Available,Not Available,NiCrMo Alloy,3
0.0,26.34,54.35,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.7,90.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,1.0,Not Available,Not Available,NiCrMo Alloy,3
0.0,19.04,57.97,22.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,90.0,0.5M NaCl,0.5,7.0,Potentiostatic Polarization,1.0,Not Available,Not Available,NiCrMo Alloy,3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-530.0,25.0,1 M NaCl,1.0,7.0,Potentiodynamic Polarization,1.0,Not Available,Amorphous,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-440.0,25.0,1 M NaCl,1.0,7.0,Potentiodynamic Polarization,0.1,Not Available,Amorphous,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-410.0,25.0,1 M NaCl,1.0,7.0,Potentiodynamic Polarization,0.1,Not Available,Amorphous,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-390.0,25.0,1 M NaCl,1.0,7.0,Potentiodynamic Polarization,0.1,Not Available,Fully Crystalline,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-360.0,25.0,1 M NaCl,1.0,7.0,Potentiodynamic Polarization,0.1,Not Available,Amorphous,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-320.0,25.0,1 M NaCl,1.0,7.0,Potentiodynamic Polarization,0.1,Not Available,Amorphous- Nanocrystalline,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-650.0,25.0,0.6M NaCl Deaerated N2,0.6,7.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.1,Not Available,Not Available,Al Alloy,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376.0,25.0,0.6M NaCl Deaerated N2,0.6,7.0,"Potentiodynamic Polarization in a three electrode flat cell, prior to anodic sweep OCP measured for 1 hr",0.1,Not Available,Not Available,Al Alloy,0
