No.,Fe,Cr,Ni,Mo,W,N,Nb,C,Si,Mn,Cu,P,S,Al,V,Ta,Re,Ce,Ti,Co,B,Mg,Y,Gd,"Epit, mV (SCE)",Test Temp (C),Test Solution,[Cl-] M,pH,Test Method,Scan Rate mV/s,Heat treatment,Microstructures,Comments,Reference,Material class
501,0,0,100,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-47.98,NA,1.0M NaCl PH=7,1,7,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
502,0,0,100,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-9.26,NA,1.0M NaCl PH=9,1,9,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
503,0,0,100,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-231.91,NA,1.0M NaBr PH=3,0,3,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
504,0,0,100,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-100.57,NA,1.0M NaBr PH=4,0,4,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
505,0,0,100,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.09,NA,1.0M NaBr PH=7,0,7,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
506,0,0,100,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,86.15,NA,1.0M NaBr PH=9,0,9,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
507,0,0,0,100,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-22.71,NA,1.0M NaCl PH=3,1,3,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
508,0,0,0,100,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-56.54,NA,1.0M NaCl PH=4,1,4,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
509,0,0,0,100,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-50.04,NA,1.0M NaCl PH=5,1,5,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
510,0,0,0,100,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-106.71,NA,1.0M NaCl PH=7,1,7,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
511,0,0,0,100,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-119.33,NA,1.0M NaCl PH=9,1,9,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
512,0,0,0,100,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,21.33,NA,1.0M NaBr PH=3,0,3,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
513,0,0,0,100,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-45.55,NA,1.0M NaBr PH=4,0,4,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
514,0,0,0,100,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-53.73,NA,1.0M NaBr PH=5,0,5,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
515,0,0,0,100,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-91,NA,1.0M NaBr PH=7,0,7,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
516,0,0,0,100,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,-103,NA,1.0M NaBr PH=9,0,9,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
517,0,20,80,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,230.52,NA,1.0M NaCl PH=3,1,3,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
518,0,20,80,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,332.48,NA,1.0M NaCl PH=4,1,4,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
519,0,20,80,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,342.67,NA,1.0M NaCl PH=5,1,5,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
520,0,20,80,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,370.4,NA,1.0M NaCl PH=7,1,7,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
521,0,20,80,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,361.39,NA,1.0M NaCl PH=9,1,9,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
522,0,20,80,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,179.14,NA,1.0M NaBr PH=3,0,3,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
523,0,20,80,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,273.73,NA,1.0M NaBr PH=4,0,4,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
524,0,20,80,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,309.66,NA,1.0M NaBr PH=5,0,5,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
525,0,20,80,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,315.35,NA,1.0M NaBr PH=7,0,7,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
526,0,20,80,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,324.7,NA,1.0M NaBr PH=9,0,9,"Potentiodynamic Polarization - test electrodes were made from 0.25 mm wire looped to a diameter of
25 mm. Test solutions were prepared from reagent grade chemicals and
distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of
the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h.
All electrochemical measurements were carried out in conventional setup, purged
with nitrogen during each experiment",1,NA,NA,"test electrodes were made from 0.25 mm wire looped to a diameter of 25 mm. Test solutions were prepared from reagent grade chemicals and distilled water and the pH value was adjusted using H2SO4 or NaOH as required. The oxygen content of the test solutions was reduced to a negligible value by bubbling nitrogen through them for a period of 24 h. All electrochemical measurements were carried out in conventional setup, purged with nitrogen during each experiment.",9,Other
531,86.23,13.68,0,0.08,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,50.28,25,1M NaCl,1,NA,"The ""scratch"" technique was employed for the determination of pitting potentials.The electrode was first polarized potentiostatically to some potential well below the expected pitting potential.The polarization current was allowedto stabilize and then the electrode surface was scratched with a sharp silicon-carbide crystal mounted
on the end of a glass tube. The scratching of the electrode
surface resulted in a sharp polarization current
""blip."" The electrode potential was manually adjusted
by 20 mV steps to more and more noble potential
values, until the scratch failed to repassivate, a failure
which was indicated by a gradual current rise after the
electrode was scratched. The pit was allowed to develop
for 10 min, and then the electrode was examined visually.
Only those results were considered to be valid
where pits actually developed at the scratched site.",20mV steps by manual increament ,heat-treated for 1 hr at 1500F followed by water quenching,"Metallographic
examinations did not show the presence of
intermetallic phases in any of the materials.",polished only through 600-grit SiC metallographic paper.,65,Fe Alloy
532,85.81,13.14,0,1.04,0,0,0,0.01,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,100.25,25,1M NaCl,1,NA,"The ""scratch"" technique was employed for the determination of pitting potentials.The electrode was first polarized potentiostatically to some potential well below the expected pitting potential.The polarization current was allowedto stabilize and then the electrode surface was scratched with a sharp silicon-carbide crystal mounted
on the end of a glass tube. The scratching of the electrode
surface resulted in a sharp polarization current
""blip."" The electrode potential was manually adjusted
by 20 mV steps to more and more noble potential
values, until the scratch failed to repassivate, a failure
which was indicated by a gradual current rise after the
electrode was scratched. The pit was allowed to develop
for 10 min, and then the electrode was examined visually.
Only those results were considered to be valid
where pits actually developed at the scratched site.",20mV steps by manual increament ,heat-treated for 1 hr at 1500F followed by water quenching,"Metallographic
examinations did not show the presence of
intermetallic phases in any of the materials.",polished only through 600-grit SiC metallographic paper.,65,Fe Alloy
533,84.51,13.6,0,1.88,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,167.65,25,1M NaCl,1,NA,"The ""scratch"" technique was employed for the determination of pitting potentials.The electrode was first polarized potentiostatically to some potential well below the expected pitting potential.The polarization current was allowedto stabilize and then the electrode surface was scratched with a sharp silicon-carbide crystal mounted
on the end of a glass tube. The scratching of the electrode
surface resulted in a sharp polarization current
""blip."" The electrode potential was manually adjusted
by 20 mV steps to more and more noble potential
values, until the scratch failed to repassivate, a failure
which was indicated by a gradual current rise after the
electrode was scratched. The pit was allowed to develop
for 10 min, and then the electrode was examined visually.
Only those results were considered to be valid
where pits actually developed at the scratched site.",20mV steps by manual increament ,heat-treated for 1 hr at 1500F followed by water quenching,"Metallographic
examinations did not show the presence of
intermetallic phases in any of the materials.",polished only through 600-grit SiC metallographic paper.,65,Fe Alloy
534,83.57,12.94,0,3.48,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,215.42,25,1M NaCl,1,NA,"The ""scratch"" technique was employed for the determination of pitting potentials.The electrode was first polarized potentiostatically to some potential well below the expected pitting potential.The polarization current was allowedto stabilize and then the electrode surface was scratched with a sharp silicon-carbide crystal mounted
on the end of a glass tube. The scratching of the electrode
surface resulted in a sharp polarization current
""blip."" The electrode potential was manually adjusted
by 20 mV steps to more and more noble potential
values, until the scratch failed to repassivate, a failure
which was indicated by a gradual current rise after the
electrode was scratched. The pit was allowed to develop
for 10 min, and then the electrode was examined visually.
Only those results were considered to be valid
where pits actually developed at the scratched site.",20mV steps by manual increament , heat-treated for 1 hr at 1800F followed by water quenching,"Metallographic
examinations did not show the presence of
intermetallic phases in any of the materials.",polished only through 600-grit SiC metallographic paper.,65,Fe Alloy
535,82.18,13.04,0,4.77,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,278.81,25,1M NaCl,1,NA,"The ""scratch"" technique was employed for the determination of pitting potentials.The electrode was first polarized potentiostatically to some potential well below the expected pitting potential.The polarization current was allowedto stabilize and then the electrode surface was scratched with a sharp silicon-carbide crystal mounted
on the end of a glass tube. The scratching of the electrode
surface resulted in a sharp polarization current
""blip."" The electrode potential was manually adjusted
by 20 mV steps to more and more noble potential
values, until the scratch failed to repassivate, a failure
which was indicated by a gradual current rise after the
electrode was scratched. The pit was allowed to develop
for 10 min, and then the electrode was examined visually.
Only those results were considered to be valid
where pits actually developed at the scratched site.",20mV steps by manual increament , heat-treated for 1 hr at 1800F followed by water quenching,"Metallographic
examinations did not show the presence of
intermetallic phases in any of the materials.",polished only through 600-grit SiC metallographic paper.,65,Fe Alloy
536,82.64,17.35,0,0.01,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,106.45,25,1M NaCl,1,NA,"The ""scratch"" technique was employed for the determination of pitting potentials.The electrode was first polarized potentiostatically to some potential well below the expected pitting potential.The polarization current was allowedto stabilize and then the electrode surface was scratched with a sharp silicon-carbide crystal mounted
on the end of a glass tube. The scratching of the electrode
surface resulted in a sharp polarization current
""blip."" The electrode potential was manually adjusted
by 20 mV steps to more and more noble potential
values, until the scratch failed to repassivate, a failure
which was indicated by a gradual current rise after the
electrode was scratched. The pit was allowed to develop
for 10 min, and then the electrode was examined visually.
Only those results were considered to be valid
where pits actually developed at the scratched site.",20mV steps by manual increament ,heat-treated for 1 hr at 1500F followed by water quenching,"Metallographic
examinations did not show the presence of
intermetallic phases in any of the materials.",polished only through 600-grit SiC metallographic paper.,65,Fe Alloy
